venue.id,mean,sd,park_effect,park_effect_halved,park_effect_p_1sd,park_effect_m_1sd,park_effect_halved_m_1sd,park_effect_halved_p_1sd,venue.name,years,level,year,teams.home.team.id,teams.home.team.name,level_num
4209,5.411301426467395,1.8064277805728228,159,129,197,120,110,148,Baseball Park,1,Winter League,2017,4068,Perth Heat,17
4209,5.411301426467395,1.8064277805728228,159,129,197,120,110,148,Perth Harley-Davidson Ballpark,1,Winter League,2017,4068,Perth Heat,17
2799,4.898165808297415,0.5319535051848663,159,129,171,146,123,136,The Hangar,1,Class A Advanced,2019,491,Lancaster JetHawks,13
2799,4.945474415967176,0.3365796666915419,157,129,165,150,125,132,The Hangar,4,Class A Advanced,2019,491,Lancaster JetHawks,13
2799,4.894430402298159,0.3130656126349543,157,129,164,150,125,132,The Hangar,5,Class A Advanced,2019,491,Lancaster JetHawks,13
2799,4.905298393835654,1.2297986699134345,156,128,184,129,114,142,The Hangar,2,Class A Advanced,2017,491,Lancaster JetHawks,13
2799,4.792547933219866,1.1646298168630087,156,128,182,129,115,141,The Hangar,3,Class A Advanced,2017,491,Lancaster JetHawks,13
5321,5.4612113532231366,1.6137860164672546,156,128,189,124,112,145,Estadio Francisco Villa,1,Triple-A,2018,4444,Generales de Durango,11
2799,4.795047746125911,1.0009456992942554,156,128,178,133,116,139,The Hangar,3,Class A Advanced,2019,491,Lancaster JetHawks,13
2799,4.653227164625342,1.1852601966863399,154,127,182,127,114,141,The Hangar,2,Class A Advanced,2016,491,Lancaster JetHawks,13
2799,4.686323704192015,1.160704172846965,154,127,181,128,114,140,The Hangar,4,Class A Advanced,2018,491,Lancaster JetHawks,13
2799,4.65267059411621,0.5990892350716603,153,127,167,140,120,133,The Hangar,1,Class A Advanced,2017,491,Lancaster JetHawks,13
5321,5.034103913424404,0.45464539998501996,153,126,162,143,122,131,Estadio Francisco Villa,2,Triple-A,2018,4444,Generales de Durango,11
2799,4.681801351925031,1.150216314029994,153,127,179,128,114,140,The Hangar,3,Class A Advanced,2018,491,Lancaster JetHawks,13
2799,4.522637458958306,1.0128453240170878,153,126,176,130,115,138,The Hangar,2,Class A Advanced,2019,491,Lancaster JetHawks,13
2799,4.427739003085458,0.9649480528905096,151,126,173,129,115,136,The Hangar,4,Class A Advanced,2017,491,Lancaster JetHawks,13
2799,4.493075665108892,1.0098309848482745,151,126,174,129,114,137,The Hangar,5,Class A Advanced,2017,491,Lancaster JetHawks,13
2799,4.438046170852799,1.0211687826301146,151,126,174,128,114,137,The Hangar,5,Class A Advanced,2018,491,Lancaster JetHawks,13
2799,4.482636485614199,0.47711626220193765,150,125,161,140,120,130,The Hangar,1,Class A Advanced,2016,491,Lancaster JetHawks,13
2799,4.359973644299247,1.032027608220195,150,125,173,127,113,136,The Hangar,4,Class A Advanced,2016,491,Lancaster JetHawks,13
2799,4.3963558485377945,0.45638575121252134,150,125,160,140,120,130,The Hangar,2,Class A Advanced,2018,491,Lancaster JetHawks,13
2527,5.023149343366956,1.9298572166276895,149,125,186,112,106,143,Parque Foro Sol,1,Triple-A,2011,532,Diablos Rojos del Mexico,11
2799,4.101611556453086,0.9736362905041174,147,124,169,125,113,135,The Hangar,3,Class A Advanced,2016,491,Lancaster JetHawks,13
2527,4.397636218059755,0.575377114052763,146,123,157,134,117,129,Parque Foro Sol,1,Triple-A,2013,532,Diablos Rojos del Mexico,11
2527,4.506301632685232,0.43231552095163295,146,123,154,137,119,127,Parque Foro Sol,3,Triple-A,2013,532,Diablos Rojos del Mexico,11
2799,3.751538768002262,0.4239305890083085,146,123,156,135,118,128,The Hangar,1,Class A Advanced,2015,491,Lancaster JetHawks,13
5321,4.702804883654377,0.43288548183605846,146,123,154,137,119,127,Estadio Francisco Villa,3,Triple-A,2019,4444,Generales de Durango,11
2859,3.819469481745714,1.4749870090560775,145,122,178,111,105,139,Volcanoes Stadium,1,Class A Short Season,2016,578,Salem-Keizer Volcanoes,15
5321,4.768141448431066,0.4886370101191719,145,122,154,136,118,127,Estadio Francisco Villa,2,Triple-A,2019,4444,Generales de Durango,11
2683,4.322713783462035,1.5480147018673192,144,122,174,113,106,137,Isotopes Park,1,Triple-A,2010,342,Albuquerque Isotopes,11
2956,4.44380920446282,0.6156878367321162,144,122,155,132,116,128,Estadio de la Revolucion,1,Triple-A,2011,447,Vaqueros de la Laguna,11
2807,4.065953840939264,1.068096255409184,144,122,167,121,111,134,McCormick Field,1,Class A,2011,573,Asheville Tourists,14
2527,4.250763222265237,1.105382630661165,144,122,166,122,111,133,Parque Foro Sol,2,Triple-A,2014,532,Diablos Rojos del Mexico,11
2527,4.365003363266696,1.0979560958344643,144,122,166,123,111,133,Parque Foro Sol,4,Triple-A,2014,532,Diablos Rojos del Mexico,11
2799,3.8735724853538347,0.3647567648184914,144,122,152,136,118,126,The Hangar,3,Class A Advanced,2015,491,Lancaster JetHawks,13
2683,4.359546379004025,1.587800460863098,143,122,175,112,106,137,Isotopes Park,2,Triple-A,2011,342,Albuquerque Isotopes,11
2527,4.275488222311557,0.49530964475470357,143,121,153,133,117,126,Parque Foro Sol,2,Triple-A,2012,532,Diablos Rojos del Mexico,11
2799,3.902064072363686,0.4214176243320951,143,121,152,134,117,126,The Hangar,1,Class A Advanced,2013,491,Lancaster JetHawks,13
2859,3.753249481670344,0.47788356456798525,143,122,154,133,116,127,Volcanoes Stadium,3,Class A Short Season,2018,578,Salem-Keizer Volcanoes,15
2956,4.214097530223653,0.522177685191821,142,121,153,132,116,126,Estadio de la Revolucion,2,Triple-A,2012,447,Vaqueros de la Laguna,11
2869,4.037248786743876,1.6300324184007218,142,121,175,109,104,138,Estadio Hermanos Serdan,1,Triple-A,2013,520,Pericos de Puebla,11
2527,4.149900930494716,1.2087492086470912,142,121,166,118,109,133,Parque Foro Sol,4,Triple-A,2013,532,Diablos Rojos del Mexico,11
2527,4.127686994603034,1.0466975300077153,142,121,163,121,111,131,Parque Foro Sol,5,Triple-A,2014,532,Diablos Rojos del Mexico,11
4970,3.7385379467225492,0.5752074256494578,142,121,155,129,115,127,Estadio de Beisbol 'Fray Nano',1,Triple-A,2016,532,Diablos Rojos del Mexico,11
2859,3.6301708579397114,1.3939937163419607,142,121,174,110,105,137,Volcanoes Stadium,2,Class A Short Season,2017,578,Salem-Keizer Volcanoes,15
4209,3.669612138880497,1.5628515117380275,142,121,177,107,103,138,Baseball Park,2,Winter League,2017,4068,Perth Heat,17
2527,4.075091322801389,0.48884183880268983,141,120,150,131,116,125,Parque Foro Sol,2,Triple-A,2011,532,Diablos Rojos del Mexico,11
2683,4.085697748851865,0.44722576504429906,141,121,150,132,116,125,Isotopes Park,3,Triple-A,2012,342,Albuquerque Isotopes,11
2527,3.9960444398607637,0.45921883816687364,141,121,151,132,116,125,Parque Foro Sol,2,Triple-A,2013,532,Diablos Rojos del Mexico,11
2527,3.993916288204721,1.1143698439810668,141,121,164,119,109,132,Parque Foro Sol,3,Triple-A,2014,532,Diablos Rojos del Mexico,11
2799,3.689845835911349,0.3487550734724675,140,120,148,133,116,124,Clear Channel Stadium,2,Class A Advanced,2011,491,Lancaster JetHawks,13
2799,3.6164500106916955,0.4169706125044165,140,120,149,131,115,125,The Hangar,2,Class A Advanced,2014,491,Lancaster JetHawks,13
2929,3.730218956274801,1.222864080164346,140,120,165,114,107,133,Estadio Alberto Romo Chavez,2,Triple-A,2015,528,Rieleros de Aguascalientes,11
4212,3.433405777871187,0.677184914296426,140,120,155,124,112,128,Narrabundah Ballpark,2,Winter League,2016,4066,Canberra Cavalry,17
2929,3.7113125263709343,0.4267959973970067,140,120,149,131,115,124,Estadio Alberto Romo Chavez,3,Triple-A,2016,528,Rieleros de Aguascalientes,11
2929,3.7238345261250307,0.3654065671486127,140,120,147,132,116,124,Estadio Alberto Romo Chavez,4,Triple-A,2016,528,Rieleros de Aguascalientes,11
2929,3.7627498423943515,1.1152628213030125,140,120,163,117,108,132,Estadio Alberto Romo Chavez,5,Triple-A,2016,528,Rieleros de Aguascalientes,11
5375,3.463937128947197,0.7597728402438717,140,120,157,123,111,128,Geelong Baseball Centre,2,Winter League,2019,5404,Geelong-Korea,17
2859,3.45148461800376,0.43099209943218997,140,120,150,130,115,125,Volcanoes Stadium,4,Class A Short Season,2019,578,Salem-Keizer Volcanoes,15
2527,3.894623489427246,0.461380549881278,139,120,148,130,115,124,Parque Foro Sol,3,Triple-A,2012,532,Diablos Rojos del Mexico,11
2799,3.564569098090788,0.2972918998633724,139,119,145,132,116,123,Clear Channel Stadium,3,Class A Advanced,2012,491,Lancaster JetHawks,13
2799,3.358577672395795,0.40358604633265904,139,120,148,130,115,124,The Hangar,2,Class A Advanced,2015,491,Lancaster JetHawks,13
2929,3.7165993628385907,0.4230542268974942,139,120,148,130,115,124,Estadio Alberto Romo Chavez,3,Triple-A,2015,528,Rieleros de Aguascalientes,11
2929,3.7341454835464667,0.38813615090720877,139,120,147,131,116,124,Estadio Alberto Romo Chavez,4,Triple-A,2015,528,Rieleros de Aguascalientes,11
2503,3.438904568058898,1.396571338486268,139,119,169,108,104,135,Cashman Field,1,Triple-A,2016,400,Las Vegas 51s,11
2929,3.451844194823929,1.377242252489512,139,119,169,108,104,134,Estadio Alberto Romo Chavez,1,Triple-A,2016,528,Rieleros de Aguascalientes,11
2929,3.5238594906255214,1.2234507227142768,139,120,166,112,106,133,Estadio Alberto Romo Chavez,2,Triple-A,2016,528,Rieleros de Aguascalientes,11
4970,3.5310529314573356,0.4248354865878534,139,120,148,130,115,124,Estadio de Beisbol 'Fray Nano',2,Triple-A,2016,532,Diablos Rojos del Mexico,11
5321,3.7143996910652275,0.6682266465428122,139,120,153,125,113,126,Estadio Francisco Villa,1,Triple-A,2017,4444,Generales de Durango,11
2799,3.4139886101131047,0.5530856015898971,139,119,151,126,113,125,The Hangar,1,Class A Advanced,2018,491,Lancaster JetHawks,13
2859,3.370713304998724,1.2405750463184115,139,119,167,111,105,133,Volcanoes Stadium,2,Class A Short Season,2018,578,Salem-Keizer Volcanoes,15
4209,3.5346979810697623,0.5980848482372852,139,119,152,126,113,126,Perth Harley-Davidson Ballpark,2,Winter League,2018,4068,Perth Heat,17
5415,3.1498506971735787,0.5163952251646681,139,119,151,126,113,126,Hodgetown,1,Double-A,2019,5368,Amarillo Sod Poodles,12
2683,3.917659211869056,1.7190523675606002,138,119,172,105,103,136,Isotopes Park,1,Triple-A,2011,342,Albuquerque Isotopes,11
2799,3.5030825802824364,0.45179619381512015,138,119,147,128,114,124,Clear Channel Stadium,1,Class A Advanced,2011,491,Lancaster JetHawks,13
2929,3.6433610231910887,1.1511648869380473,138,119,161,114,107,130,Estadio Alberto Romo Chavez,3,Triple-A,2014,528,Rieleros de Aguascalientes,11
2929,3.429920524352502,1.3470111357121723,138,119,167,109,104,133,Estadio Alberto Romo Chavez,1,Triple-A,2015,528,Rieleros de Aguascalientes,11
2683,3.7075434987741303,0.48737968001940984,137,119,147,128,114,123,Isotopes Park,2,Triple-A,2012,342,Albuquerque Isotopes,11
2799,3.389571727383037,0.34695178908629326,137,118,144,129,115,122,Clear Channel Stadium,2,Class A Advanced,2012,491,Lancaster JetHawks,13
2527,3.5303976190329367,1.0226431709669699,137,118,157,116,108,129,Parque Foro Sol,1,Triple-A,2014,532,Diablos Rojos del Mexico,11
2929,3.572515117521987,1.1940524504740913,137,118,161,113,106,131,Estadio Alberto Romo Chavez,2,Triple-A,2014,528,Rieleros de Aguascalientes,11
2929,3.62377315069982,0.38589468376051206,137,119,145,130,115,123,Estadio Alberto Romo Chavez,5,Triple-A,2015,528,Rieleros de Aguascalientes,11
2859,3.205867238214535,1.2139462895740514,137,119,165,110,105,132,Volcanoes Stadium,1,Class A Short Season,2018,578,Salem-Keizer Volcanoes,15
4209,3.2527948952010473,0.5328944522146133,137,118,149,125,112,124,Perth Harley-Davidson Ballpark,3,Winter League,2019,4068,Perth Heat,17
3789,3.694846510287911,1.937047090053193,136,118,174,99,100,137,Aces Ballpark,1,Triple-A,2011,2310,Reno Aces,11
2846,4.087408511145144,0.8213154638812324,136,118,150,122,111,125,Security Service Field,1,Rookie Advanced,2011,551,Colorado Springs Sky Sox,5442
2956,3.5716475247723696,0.4211866330445586,136,118,144,128,114,122,Estadio de la Revolucion,3,Triple-A,2012,447,Vaqueros de la Laguna,11
2929,3.530413302152717,1.3851988490862215,136,118,165,108,104,132,Estadio Alberto Romo Chavez,2,Triple-A,2013,528,Rieleros de Aguascalientes,11
2956,3.5923738100477216,0.45097346695083274,136,118,145,127,114,123,Estadio de la Revolucion,3,Triple-A,2013,447,Vaqueros de la Laguna,11
2683,3.5800428022075605,1.189421176662965,136,118,160,113,106,130,Isotopes Park,4,Triple-A,2013,342,Albuquerque Isotopes,11
2929,3.496895028466614,1.1768128178671045,136,118,159,112,106,130,Estadio Alberto Romo Chavez,4,Triple-A,2014,528,Rieleros de Aguascalientes,11
2859,3.0819903648883793,0.42247893349434207,136,118,145,126,113,123,Volcanoes Stadium,4,Class A Short Season,2018,578,Salem-Keizer Volcanoes,15
2859,3.0987410446395,1.123489089073226,136,118,161,110,105,131,Volcanoes Stadium,3,Class A Short Season,2019,578,Salem-Keizer Volcanoes,15
2956,3.423212350316851,0.6402436037843876,135,118,148,122,111,124,Estadio de la Revolucion,1,Triple-A,2012,447,Vaqueros de la Laguna,11
3789,3.4778429321913893,0.5725109267695363,135,117,146,124,112,123,Aces Ballpark,2,Triple-A,2012,2310,Reno Aces,11
2929,3.401483326112295,1.6311154072459135,135,118,168,102,101,134,Estadio Alberto Romo Chavez,1,Triple-A,2013,528,Rieleros de Aguascalientes,11
2869,3.4333309236295695,1.3718980531153977,135,118,163,108,104,132,Estadio Hermanos Serdan,2,Triple-A,2013,520,Pericos de Puebla,11
2929,3.409493821436597,1.2664676416784912,135,117,160,109,105,130,Estadio Alberto Romo Chavez,4,Triple-A,2013,528,Rieleros de Aguascalientes,11
2929,3.418927792786297,1.0784084736551764,135,118,157,114,107,129,Estadio Alberto Romo Chavez,1,Triple-A,2014,528,Rieleros de Aguascalientes,11
2929,3.4799878176048384,1.0896319623711204,135,118,157,114,107,129,Estadio Alberto Romo Chavez,5,Triple-A,2014,528,Rieleros de Aguascalientes,11
4970,3.251841414023956,0.44853928042641117,135,118,145,126,113,122,Estadio de Beisbol 'Fray Nano',2,Triple-A,2017,532,Diablos Rojos del Mexico,11
4970,3.2387149646342372,0.396838914554647,135,117,143,127,113,122,Estadio de Beisbol 'Fray Nano',3,Triple-A,2017,532,Diablos Rojos del Mexico,11
4611,3.133677187816861,1.2430951163771247,135,118,162,108,104,131,Holloway Field,3,Winter League,2018,4065,Brisbane Bandits,17
2799,3.0425983598238564,0.39844192725733035,134,117,142,125,112,121,Clear Channel Stadium,1,Class A Advanced,2010,491,Lancaster JetHawks,13
4211,3.2318381727122043,1.3135117892266717,134,117,162,107,103,131,Melbourne Showgrounds,1,Winter League,2011,4067,Melbourne Aces,17
2956,3.3893996195216074,0.5180043915705994,134,117,144,124,112,122,Estadio de la Revolucion,2,Triple-A,2011,447,Vaqueros de la Laguna,11
2929,3.354912322730776,1.6044168015652138,134,117,166,102,101,133,Estadio Alberto Romo Chavez,3,Triple-A,2013,528,Rieleros de Aguascalientes,11
4212,2.9234976526371046,1.2469304715520613,134,117,162,106,103,131,Narrabundah Ballpark,1,Winter League,2015,4066,Canberra Cavalry,17
4212,2.966337394279338,1.1000682668175346,134,117,158,109,105,129,MIT Narrabundah Ballpark,2,Winter League,2017,4066,Canberra Cavalry,17
4970,3.1672675620498683,0.40735339142314,134,117,142,125,113,121,Estadio de Beisbol 'Fray Nano',3,Triple-A,2018,532,Diablos Rojos del Mexico,11
4970,3.1837155965442276,0.36859528090469423,134,117,142,126,113,121,Estadio de Beisbol 'Fray Nano',4,Triple-A,2018,532,Diablos Rojos del Mexico,11
2859,2.9135756571096385,0.3767193766750271,134,117,142,125,113,121,Volcanoes Stadium,5,Class A Short Season,2018,578,Salem-Keizer Volcanoes,15
2859,2.9755976182632415,0.39616052522498796,134,117,143,125,113,122,Volcanoes Stadium,5,Class A Short Season,2019,578,Salem-Keizer Volcanoes,15
2503,3.2782331070136106,0.6641397815824684,133,117,146,120,110,123,Cashman Field,1,Triple-A,2010,400,Las Vegas 51s,11
2953,3.3332371912833154,0.6194620331152872,133,116,145,121,110,122,Parque Francisco I. Madero,1,Triple-A,2011,502,Saraperos de Saltillo,11
4211,3.1473590179518176,0.4997354291255688,133,117,144,123,111,122,Melbourne Showgrounds,2,Winter League,2011,4067,Melbourne Aces,17
2929,3.2304661309772498,1.450973767675154,133,117,162,104,102,131,Estadio Alberto Romo Chavez,1,Triple-A,2012,528,Rieleros de Aguascalientes,11
2951,3.1330893166113767,1.5957311247212882,133,116,165,100,100,132,Parque Lic. Eduardo Vasconcelos,1,Triple-A,2013,579,Guerreros de Oaxaca,11
2956,3.2765657906608276,0.3867965319452285,133,117,141,126,113,120,Estadio de la Revolucion,4,Triple-A,2013,447,Vaqueros de la Laguna,11
2683,3.225868589398321,0.34727806014675927,133,116,140,126,113,120,Isotopes Park,5,Triple-A,2014,342,Albuquerque Isotopes,11
2859,2.8968326553056585,1.3370279779533554,133,117,164,103,102,132,Volcanoes Stadium,1,Class A Short Season,2017,578,Salem-Keizer Volcanoes,15
2929,3.1696884836327697,1.1695804685118298,133,117,158,109,105,129,Estadio Alberto Romo Chavez,5,Triple-A,2017,528,Rieleros de Aguascalientes,11
4212,2.937597967536748,0.41952502245775686,133,116,142,124,112,121,MIT Narrabundah Ballpark,3,Winter League,2018,4066,Canberra Cavalry,17
2859,2.835717104791674,1.0197598938075532,133,116,156,110,105,128,Volcanoes Stadium,2,Class A Short Season,2019,578,Salem-Keizer Volcanoes,15
4611,2.8921581390497906,1.3362159939363363,133,117,163,103,102,132,One Hub Stadium Powered by Optus,2,Winter League,2019,4065,Brisbane Bandits,17
2846,3.497020167258793,0.674152638846799,132,116,145,120,110,122,Security Service Field,2,Rookie Advanced,2011,551,Colorado Springs Sky Sox,5442
2527,3.1301168854429657,0.6109397522919333,132,116,144,120,110,122,Parque Foro Sol,1,Triple-A,2012,532,Diablos Rojos del Mexico,11
2683,3.1277890378953073,0.5940632042284242,132,116,144,120,110,122,Isotopes Park,1,Triple-A,2012,342,Albuquerque Isotopes,11
2929,3.1531905404392515,1.2562368895280205,132,116,157,107,103,128,Estadio Alberto Romo Chavez,3,Triple-A,2012,528,Rieleros de Aguascalientes,11
3789,3.14622031037257,0.43252827047449866,132,116,140,123,112,120,Aces Ballpark,3,Triple-A,2012,2310,Reno Aces,11
3789,3.1240700107909345,0.48785942438673185,132,116,141,122,111,121,Aces Ballpark,3,Triple-A,2013,2310,Reno Aces,11
2807,2.8773674018923816,0.7115099295229914,132,116,147,116,108,123,McCormick Field,4,Class A,2014,573,Asheville Tourists,14
4970,2.931416990741362,0.5462970300404637,132,116,144,120,110,122,Estadio de Beisbol 'Fray Nano',1,Triple-A,2015,532,Diablos Rojos del Mexico,11
2869,3.0222597407412755,0.4865690065006011,132,116,142,122,111,121,Estadio Hermanos Serdan,3,Triple-A,2015,520,Pericos de Puebla,11
2807,2.6137373959615124,0.6401926757468298,132,116,147,116,108,123,McCormick Field,1,Class A,2016,573,Asheville Tourists,14
2869,2.9660056620207556,0.37651408695626243,132,116,140,124,112,120,Estadio Hermanos Serdan,4,Triple-A,2016,520,Pericos de Puebla,11
2859,2.773295278989949,1.2699172902556375,132,116,161,103,102,130,Volcanoes Stadium,3,Class A Short Season,2017,578,Salem-Keizer Volcanoes,15
2929,3.0606420739539324,0.3915981897634296,132,116,141,124,112,120,Estadio Alberto Romo Chavez,4,Triple-A,2017,528,Rieleros de Aguascalientes,11
2772,3.1051713420638616,1.377942284097806,132,116,160,104,102,130,Smith's Ballpark,1,Triple-A,2018,561,Salt Lake Bees,11
4611,2.8836738368640438,0.6156880019731805,132,116,145,118,109,122,Holloway Field,2,Winter League,2018,4065,Brisbane Bandits,17
2929,2.993073940738579,0.37647650186293913,132,116,139,124,112,120,Estadio Alberto Romo Chavez,5,Triple-A,2018,528,Rieleros de Aguascalientes,11
2929,3.645568327011705,1.4993020959546697,132,116,157,106,103,129,Estadio Alberto Romo Chavez,1,Triple-A,2019,528,Rieleros de Aguascalientes,11
5321,3.6612337391580696,0.6626460015167769,132,116,143,121,110,122,Estadio Francisco Villa,1,Triple-A,2019,4444,Generales de Durango,11
5375,2.743542492790827,0.7562121891330412,132,116,149,115,107,124,Geelong Baseball Centre,1,Winter League,2019,5404,Geelong-Korea,17
2530,2.87206336688824,0.7061359391990761,131,115,145,116,108,123,Peoria Stadium,1,Winter League,2010,542,Peoria Saguaros,17
2802,3.2095493409178824,0.9217209946882571,131,116,149,114,107,124,Lindquist Field,1,Rookie Advanced,2010,530,Ogden Raptors,5442
2503,3.0836931127755025,1.1116559700535462,131,115,152,109,105,126,Cashman Field,2,Triple-A,2011,400,Las Vegas 51s,11
3789,3.102710193929875,0.5186300278547993,131,115,141,121,110,121,Aces Ballpark,2,Triple-A,2011,2310,Reno Aces,11
2530,2.937452672261269,0.7497869169963907,131,116,147,116,108,123,Peoria Stadium,2,Winter League,2011,490,Peoria Javelinas,17
2805,2.9706643660090877,0.9724336652064001,131,115,151,111,106,125,Maryvale Baseball Complex,1,Rookie,2012,406,AZL Brewers,16
2929,3.1093741296032307,1.7016059387619993,131,116,165,98,99,132,Estadio Alberto Romo Chavez,2,Triple-A,2012,528,Rieleros de Aguascalientes,11
2802,3.1200726447381157,1.881216635004354,131,115,168,94,97,134,Lindquist Field,1,Rookie Advanced,2013,530,Ogden Raptors,5442
2802,3.1988004748757293,1.6065930877216115,131,115,161,100,100,131,Lindquist Field,2,Rookie Advanced,2013,530,Ogden Raptors,5442
2683,3.0318996217769385,1.7595026072521236,131,115,166,96,98,133,Isotopes Park,3,Triple-A,2013,342,Albuquerque Isotopes,11
2802,3.152713498643923,0.5827157400878662,131,115,142,120,110,121,Lindquist Field,3,Rookie Advanced,2014,530,Ogden Raptors,5442
2869,2.9401866005158737,0.4300851029938625,131,115,140,122,111,120,Estadio Hermanos Serdan,4,Triple-A,2015,520,Pericos de Puebla,11
4669,2.7662686882170267,0.5608763783590471,131,116,143,119,109,122,Southwest University Park,1,Triple-A,2016,4904,El Paso Chihuahuas,11
4710,2.650189549613391,0.7878842342626627,131,115,149,113,106,124,Estadio Panamericano,1,Winter League,2016,674,Charros de Jalisco,17
2869,2.810019850641321,1.1768281454492746,131,116,157,106,103,128,Estadio Hermanos Serdan,2,Triple-A,2016,520,Pericos de Puebla,11
2951,2.907084924122539,0.3934481060503564,131,116,139,123,111,120,Parque Lic. Eduardo Vasconcelos,4,Triple-A,2016,579,Guerreros de Oaxaca,11
2869,2.9190508099298644,0.3697661885279162,131,115,139,123,112,119,Estadio Hermanos Serdan,5,Triple-A,2016,520,Pericos de Puebla,11
2869,2.8900663662582424,1.1897054459541705,131,116,156,106,103,128,Estadio Hermanos Serdan,3,Triple-A,2017,520,Pericos de Puebla,11
2929,2.8691130362010986,1.2013436445228176,131,115,156,106,103,128,Estadio Alberto Romo Chavez,3,Triple-A,2017,528,Rieleros de Aguascalientes,11
2869,2.910211729537623,1.2005451503033253,131,115,155,106,103,128,Estadio Hermanos Serdan,5,Triple-A,2017,520,Pericos de Puebla,11
2503,2.929989387909194,1.043653607272611,131,116,153,109,105,127,Cashman Field,3,Triple-A,2018,400,Las Vegas 51s,11
4212,2.7393748427512508,1.4741922307313906,131,116,164,98,99,132,MIT Narrabundah Ballpark,4,Winter League,2019,4066,Canberra Cavalry,17
2807,2.7914862831219724,0.7410989039456948,130,115,146,114,107,123,McCormick Field,2,Class A,2012,573,Asheville Tourists,14
2956,2.94966964553592,0.5134738455581979,130,115,141,120,110,120,Estadio de la Revolucion,2,Triple-A,2013,447,Vaqueros de la Laguna,11
2807,2.766746232778166,0.786417042222982,130,115,147,113,107,124,McCormick Field,3,Class A,2013,573,Asheville Tourists,14
3789,2.9582253125356335,0.3955761262602684,130,115,138,122,111,119,Aces Ballpark,4,Triple-A,2013,2310,Reno Aces,11
2802,3.205233456126077,1.5288199622356027,130,115,158,102,101,129,Lindquist Field,4,Rookie Advanced,2013,530,Ogden Raptors,5442
2869,2.8491816809344575,1.1324276335372772,130,115,152,107,103,126,Estadio Hermanos Serdan,2,Triple-A,2014,520,Pericos de Puebla,11
2951,2.8999464556947183,1.1931459945079363,130,115,154,106,103,127,Parque Lic. Eduardo Vasconcelos,2,Triple-A,2014,579,Guerreros de Oaxaca,11
2802,3.175819809344228,0.5130120666583855,130,115,140,121,110,120,Lindquist Field,5,Rookie Advanced,2014,530,Ogden Raptors,5442
2869,2.748759818476654,1.35620864821715,130,115,159,101,100,130,Estadio Hermanos Serdan,1,Triple-A,2015,520,Pericos de Puebla,11
2951,2.8920948671933666,0.43697750857489587,130,115,140,121,111,120,Parque Lic. Eduardo Vasconcelos,3,Triple-A,2015,579,Guerreros de Oaxaca,11
2807,2.6786228830782233,0.606000806067866,130,115,143,117,108,121,McCormick Field,5,Class A,2015,573,Asheville Tourists,14
2869,2.6947673484740746,1.4334971932452736,130,115,162,99,99,131,Estadio Hermanos Serdan,1,Triple-A,2016,520,Pericos de Puebla,11
2951,2.6755148844317866,1.2305758701896643,130,115,156,103,101,128,Parque Lic. Eduardo Vasconcelos,2,Triple-A,2016,579,Guerreros de Oaxaca,11
2807,2.5808800229277957,0.5093741797251631,130,115,142,118,109,121,McCormick Field,3,Class A,2016,573,Asheville Tourists,14
2807,2.6162624086604067,0.5550241044971996,130,115,143,118,109,121,McCormick Field,4,Class A,2016,573,Asheville Tourists,14
2951,2.8380257703434957,1.1898167391293142,130,115,155,105,103,127,Parque Lic. Eduardo Vasconcelos,5,Triple-A,2016,579,Guerreros de Oaxaca,11
2869,2.8522296548788892,1.2776349499532407,130,115,156,104,102,128,Estadio Hermanos Serdan,1,Triple-A,2017,520,Pericos de Puebla,11
2762,2.6163510444758677,0.7196126405872078,130,115,146,114,107,123,Everett Memorial Stadium,1,Class A Short Season,2017,403,Everett AquaSox,15
2503,2.7344018196750204,1.1761516701293886,130,115,154,105,102,127,Cashman Field,2,Triple-A,2017,400,Las Vegas 51s,11
2869,2.8155472312711027,1.1659730700878599,130,115,155,106,103,128,Estadio Hermanos Serdan,2,Triple-A,2017,520,Pericos de Puebla,11
2859,2.6339281300833206,0.4016177787224517,130,115,139,121,111,120,Volcanoes Stadium,4,Class A Short Season,2017,578,Salem-Keizer Volcanoes,15
2869,2.7801283176112026,1.1519409042528104,130,115,154,106,103,127,Estadio Hermanos Serdan,4,Triple-A,2018,520,Pericos de Puebla,11
2929,2.8348625050139318,1.101707846852686,130,115,153,107,104,127,Estadio Alberto Romo Chavez,4,Triple-A,2018,528,Rieleros de Aguascalientes,11
2929,3.152523316940793,0.4957806357696732,130,115,139,120,110,119,Estadio Alberto Romo Chavez,2,Triple-A,2019,528,Rieleros de Aguascalientes,11
2929,2.999994626566855,1.0578100155652812,130,115,151,109,105,126,Estadio Alberto Romo Chavez,5,Triple-A,2019,528,Rieleros de Aguascalientes,11
3789,2.868051375267592,0.6702318788442504,129,115,143,116,108,121,Aces Ballpark,1,Triple-A,2012,2310,Reno Aces,11
2799,2.719171358617946,0.42039397929638433,129,115,138,121,110,119,Clear Channel Stadium,1,Class A Advanced,2012,491,Lancaster JetHawks,13
2951,2.7672262692630714,0.49149102743179324,129,114,139,119,109,119,Parque Lic. Eduardo Vasconcelos,2,Triple-A,2013,579,Guerreros de Oaxaca,11
2802,3.153038431568825,1.5344592740974798,129,115,158,101,101,129,Lindquist Field,3,Rookie Advanced,2013,530,Ogden Raptors,5442
